id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29613451,Modern 4story building w/private bathroom elavator,222909571,Jordan,Brooklyn,Bedford-Stuyvesant,Private room,90,2,3,1/2/2019,0.37,1,329
29615968,Cozy&Quiet&Modern sky life in New York,45599567,Hana,Queens,Long Island City,Private room,70,14,1,1/7/2019,0.16,1,0
29628181,2 bed next to Times Square w/ private heated patio,21703883,David,Manhattan,Hell's Kitchen,Entire home/apt,250,2,6,2/18/2019,0.75,1,0
29629048,Charming East Village 1B Apt with Rooftop & View,160050819,Caitlyn,Manhattan,East Village,Entire home/apt,250,4,1,3/30/2019,0.3,1,0
29629862,Private room in huge Soho apartment,4341365,Sophie,Manhattan,SoHo,Private room,80,5,1,3/5/2019,0.24,1,0
29630099,Beauty in the heart of downtown Brooklyn,57773455,Banafsheh,Brooklyn,Cobble Hill,Entire home/apt,109,3,3,1/3/2019,0.37,1,0
29630759,"Room @Brooklyn, NY",222136360,Muhammet,Brooklyn,Borough Park,Private room,45,1,8,1/1/2019,0.96,1,6
29630879,Heart of Astoria- Extremely close to the CITY,219720888,Shuhel,Queens,Long Island City,Entire home/apt,120,1,30,2/25/2019,3.66,1,6
29631302,"Large Bedroom in Beautiful, Modern Apartment",24799369,Alfonso,Manhattan,Hell's Kitchen,Private room,120,5,1,1/3/2019,0.16,1,0
29632875,Bright and Cozy Brooklyn Apartment,14906911,Sophie,Brooklyn,Williamsburg,Private room,75,1,3,2/14/2019,0.37,1,0
29648584,"Super Cozy Kensington by F,G trains",14898658,Chadanut,Brooklyn,Kensington,Private room,42,1,4,3/10/2019,0.59,11,88
29654969,Spacious room in Ridgewood,58377909,Benjamin,Queens,Ridgewood,Private room,30,6,2,1/8/2019,0.26,1,0
29656859,"Petra, Place of Peace ***Female PREFERRED!***",223219744,Dina,Queens,Jamaica,Private room,60,2,2,3/24/2019,0.32,1,180
29660984,charming Bedroom in a quite neighborhood,221751961,Maya,Staten Island,Oakwood,Private room,46,1,4,1/19/2019,0.51,1,0
29674940,Sunlit Backyard in NYC + Walk to Zoo and Gardens!,57400178,Diane,Bronx,Allerton,Entire home/apt,90,5,1,1/2/2019,0.16,1,157
29676417,New York Moments (Ladies Only),223248121,Julia,Manhattan,Kips Bay,Shared room,39,2,1,1/1/2019,0.16,1,365
29678746,KalaJones,84077949,Gunmala,Manhattan,Roosevelt Island,Entire home/apt,250,3,2,1/4/2019,0.31,1,1
29680105,1 Private Room in West Harlem,137380710,Bruce,Manhattan,Harlem,Private room,40,5,1,2/18/2019,0.21,1,0
29683293,Guest room nice family in Cypress Hills  :),223393782,Mercedes,Brooklyn,Cypress Hills,Private room,45,3,6,1/2/2019,0.78,1,6
29689103,Cozy studio btw upper east side and midtown east,19289434,Roman,Manhattan,Upper East Side,Entire home/apt,140,3,1,2/24/2019,0.22,1,0
29697411,Large Cozy Bedroom Near Manhattan & Airport,3644693,Eugenia,Queens,Jackson Heights,Private room,68,28,5,1/23/2019,0.61,2,0
29702562,DOORMAN Immaculate A/C  Quiet Elegant,1575480,Gerard,Manhattan,Upper East Side,Entire home/apt,195,30,1,1/1/2019,0.16,1,143
29705115,Charming Apt in Historic Greenpoint Brownstone,153503882,Katherine,Brooklyn,Greenpoint,Entire home/apt,150,2,8,3/18/2019,1.03,1,0
29705876,One stop subway from mamhattan,36288249,Wu,Queens,Long Island City,Private room,200,29,14,1/6/2019,1.7,1,364
29706750,Sun filled DJ apartment in Williamsburg,187496935,Marie,Brooklyn,Williamsburg,Entire home/apt,200,2,8,1/2/2019,1,1,5
29710266,Manhattan Sights & Sound (Ladies Only),223574944,Carly,Manhattan,Kips Bay,Shared room,39,2,2,3/25/2019,0.52,2,326
29730504,Brooklyn Apartment with tons of light,223667060,Rachel,Brooklyn,Bushwick,Entire home/apt,100,1,4,2/10/2019,0.48,1,35
29736250,Elegant 1BR in Williamsburg by NÔM Stays,732460,Nôm,Brooklyn,Williamsburg,Entire home/apt,120,29,2,3/24/2019,0.38,7,0
29759120,Spacious Home with Backyard in Brooklyn,861848,Nicholas,Brooklyn,Bedford-Stuyvesant,Entire home/apt,81,3,6,1/6/2019,0.73,2,0
29760452,Cozy Brooklyn room 15min to Manhattan by subway!,209163615,Oriana,Brooklyn,Bedford-Stuyvesant,Private room,85,1,1,1/4/2019,0.16,1,12
29760512,1 double size bedroom 0.1 mile from Times Square.,214173940,Ali,Manhattan,Theater District,Private room,62,1,7,1/1/2019,0.87,1,9
29760740,Single bedroom in Brooklyn,193502084,Linda,Brooklyn,Borough Park,Private room,40,1,5,3/18/2019,0.61,8,0
29776064,New York Home with a View,51338091,Vander,Manhattan,Harlem,Entire home/apt,130,7,1,1/6/2019,0.16,1,280
29776209,Large room + private bathroom by Central Park,223346842,Alex,Manhattan,Harlem,Private room,75,2,12,1/28/2019,1.55,3,0
29778804,Giant private bedroom w 1/2 bathroom in 4BR apt,58266933,Jordan,Queens,Astoria,Private room,25,7,2,3/21/2019,0.29,1,66
29779072,Massive Large 4 bedrooms 2 bathrooms in Manhattan,4317615,Fabio,Manhattan,Harlem,Private room,150,1,11,1/25/2019,1.43,2,0
29797153,PRIVATE ROOM NEAR BOTH AIRPORTS AND SUBWAY/LIRR,224176858,Martha,Queens,Maspeth,Private room,50,1,4,3/24/2019,0.56,1,137
29797522,"Near to all trains, 15 minute from JFK, safe house",213183791,Walkiris,Queens,Corona,Private room,110,1,1,1/2/2019,0.16,1,357
29809200,Bargain Warm Spacious Studio in Carroll Gardens!,4180621,Julia,Brooklyn,Carroll Gardens,Entire home/apt,74,1,4,1/25/2019,0.57,2,0
29820510,Large bedroom with private  bathroom,224314859,Miki,Manhattan,Washington Heights,Private room,90,3,3,1/2/2019,0.41,1,82
29822259,Warm Wiliamsburg Retreat,2967674,Lilly,Brooklyn,Williamsburg,Private room,48,2,6,2/6/2019,0.87,2,0
29822873,West Village Corner 1 Bedroom GEM,2465013,Alyssa,Manhattan,West Village,Entire home/apt,275,3,2,1/2/2019,0.29,1,0
29824401,"Large private room Williamsburg, Luxury Building",224340103,Vincent,Brooklyn,Williamsburg,Private room,80,2,3,2/17/2019,0.4,2,0
29827671,Private bedroom in large apartment in East Harlem,26000391,Yvette,Manhattan,East Harlem,Private room,40,7,2,1/1/2019,0.27,1,188
29828852,Small Room Close to Astoria Park,7653811,Olga,Queens,Astoria,Private room,60,1,2,1/1/2019,0.32,1,249
29844951,Cozy Home In Queens,49946447,Rah,Queens,Jamaica,Private room,50,2,1,3/19/2019,0.27,1,311
29847492,Cozy Studio in the Upper East (30 DAYS MIN),159598333,Sol,Manhattan,Upper East Side,Entire home/apt,99,30,1,3/24/2019,0.28,5,332
29852402,Flex Room With Private Patio in Bushwick,60258049,John,Brooklyn,Bushwick,Shared room,42,2,5,1/1/2019,0.67,1,0
29858126,LARGE apartment. 12 minutes from midtown,149849302,Tyler,Manhattan,Harlem,Entire home/apt,200,1,3,1/1/2019,0.45,1,0
29859444,Cozy Room Times Square - Hell´s Kitchen,7147987,Pablo,Manhattan,Hell's Kitchen,Private room,170,8,1,1/2/2019,0.16,1,19
29867971,"Minimal, clean 2 bedroom in BedStuy Brooklyn",224614531,Amhalise,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,3,1/1/2019,0.41,2,95
29869463,Large Studio with Best View in NYC!,214290528,Tiffany,Manhattan,Financial District,Entire home/apt,195,2,4,1/2/2019,0.56,1,0
29874869,2 mins walk from the subway station in West Harlem,74982218,Miki,Manhattan,Harlem,Private room,55,3,3,1/20/2019,0.39,2,0
29880984,Luxury suite in the heart of Manhattan,145981682,Simi,Manhattan,Theater District,Entire home/apt,212,1,5,2/8/2019,0.69,3,272
29884367,Luxury & safe and close to everything in NYC,109583232,Lidor,Queens,Long Island City,Entire home/apt,150,13,4,2/1/2019,0.64,1,121
29893519,the Perfect LES studio,174797199,Thaw Dar,Manhattan,Lower East Side,Entire home/apt,99,1,11,1/22/2019,1.46,1,0
29898413,Cozy Room for the Holidays in Brooklyn,155200301,Andy,Brooklyn,Bedford-Stuyvesant,Private room,37,18,2,1/15/2019,0.33,2,341
29898471,Modern 2 bedroom 2 bath with stunning park views,224806557,Daniel,Brooklyn,Williamsburg,Entire home/apt,295,2,4,1/1/2019,0.58,1,0
29899434,Very Private One Bedroom Apt near NYU in Manhattan,224825910,Dee,Manhattan,Kips Bay,Entire home/apt,100,1,5,1/19/2019,0.64,1,0
29899704,New York Cozy Home: 12 mins to NYC,213781715,Anting,Brooklyn,Greenpoint,Private room,119,1,1,1/5/2019,0.16,33,365
29903363,Huge Sunny Bedroom 1min from Central Park!,96647029,Maxi,Manhattan,Upper West Side,Private room,84,6,3,3/31/2019,0.37,1,6
29907089,Clean and Cozy 1Bedroom near LGA,174976495,Jorge,Queens,College Point,Private room,45,1,7,1/5/2019,0.88,1,0
29929095,"Spacious studio by the LIRR, Q3-Q85 to JFK, trains",206229239,Mamadou,Queens,Jamaica,Entire home/apt,100,1,12,2/17/2019,1.69,1,161
29940344,Spacious Park Avenue (Website hidden by Airbnb) -2-Month lease,1678050,Liam,Manhattan,Murray Hill,Entire home/apt,200,60,2,1/2/2019,0.29,2,0
29940771,COMFORTABLE BEDROOM FOR LONG TERM,3229770,Luis,Queens,Sunnyside,Private room,69,5,4,3/31/2019,0.53,4,280
29941633,Yogin's Paradise,3218399,Christian,Brooklyn,Park Slope,Entire home/apt,150,10,1,2/16/2019,0.21,1,264
29945246,Lovely Furnished Studio Chelsea,224489730,Rachel,Manhattan,Chelsea,Entire home/apt,125,30,2,3/5/2019,0.32,2,67
29945765,GREAT FURNISHED BEDROOM FOR LONG STAY,3229770,Luis,Queens,Long Island City,Private room,79,5,1,1/3/2019,0.16,4,315
29947091,Cozy Private Bedroom in Harlem (WOMEN ONLY),29010692,Josephine,Manhattan,East Harlem,Private room,40,2,2,1/1/2019,0.26,1,0
29948786,2BR / 2BA - Sleeps 6!,8618782,Anthony,Manhattan,Harlem,Entire home/apt,350,3,1,1/1/2019,0.16,1,5
29959489,NYC COZY 1 BD APT.  W/ ELEVATOR NEAR SUBWAYS R & M,224619132,Adriana,Queens,Woodside,Entire home/apt,80,3,4,2/23/2019,0.61,1,0
29959810,Brooklyn Home With A View,151901555,Brad,Brooklyn,Williamsburg,Entire home/apt,150,4,2,1/1/2019,0.25,1,1
29964046,Bohemian Brownstone,70431576,Hypatia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,64,2,7,1/30/2019,0.92,1,6
29964495,Brooklyn 2 bedroom apartment for pet lovers,4980714,Caitlin,Brooklyn,Sunset Park,Entire home/apt,100,4,1,1/1/2019,0.16,1,0
29966192,The Cozy Place,221442773,Carlos & Vielca,Bronx,Pelham Bay,Entire home/apt,99,2,8,1/1/2019,1.05,1,360
29967770,"Cottage in the City - 2 bedroom, 2 bath DUMBO",1126015,Patricia,Brooklyn,DUMBO,Entire home/apt,150,3,3,3/21/2019,0.4,1,7
29970723,Habitación privada en Brooklyn.,115193518,Fede,Brooklyn,Bushwick,Private room,42,1,2,1/7/2019,0.32,3,0
29981213,Broadway Triangle,83787104,John,Brooklyn,Williamsburg,Private room,65,2,3,2/28/2019,0.59,1,89
29982192,Boho chic brooklyn escape,8246221,Rana,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,105,4,1,1/3/2019,0.16,1,0
29983341,Cute Hells Kitchen Apt. w Balcony,49745850,Alana,Manhattan,Hell's Kitchen,Entire home/apt,400,3,14,3/31/2019,1.92,1,0
29983505,Private Bedroom in Bushwick artist house,155923396,Kelly,Brooklyn,Bushwick,Private room,45,3,4,2/16/2019,0.56,3,276
29987700,"Spacious, sunny 1 bedroom on the Lower East Side",11729215,Daniela,Manhattan,Lower East Side,Entire home/apt,225,2,1,1/1/2019,0.16,1,0
29989236,Double Bed Private Room,224074972,Askhat,Brooklyn,Bedford-Stuyvesant,Private room,80,2,23,3/7/2019,2.94,4,257
29991534,Lovely room,179416315,Elizabeth,Bronx,Norwood,Private room,60,1,9,1/15/2019,1.19,2,310
29994325,In The Heart of The City,41895575,Jack,Manhattan,Upper West Side,Entire home/apt,400,2,2,3/16/2019,0.31,1,89
29995668,Cozy room in friendly & hip Bushwick near subway,8245652,Cazzie,Brooklyn,Bushwick,Private room,60,1,6,3/1/2019,0.79,2,0
30005374,Nice one bedroom well located,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt,150,31,1,3/21/2019,0.27,33,338
30006962,"Sharp Wall Street 1BR w/ Gym, Doorman, Roof deck by Blueground",107434423,Blueground,Manhattan,Financial District,Entire home/apt,267,30,1,3/20/2019,0.27,232,189
30009546,Cozy Artist’s Apartment Bushwick,19874155,Ciara,Brooklyn,Williamsburg,Private room,75,1,4,1/1/2019,0.53,1,35
30014004,Modern Brooklyn Condo,394891,Ray,Brooklyn,Crown Heights,Entire home/apt,200,4,2,1/3/2019,0.25,1,8
30015731,1 Bedroom Spacious and Cozy UWS Apartment,43043667,Dina,Manhattan,Upper West Side,Entire home/apt,249,2,13,2/28/2019,1.82,1,0
30017676,KOREA FOOD TOWN! Affordable Price! Ideal for 1or2!,162496355,Chanhee,Queens,Flushing,Private room,43,2,6,1/5/2019,0.8,1,0
30018456,COMFORTABLE PRIVATE ROOM IN FLATBUSH!,72015600,XaXa,Brooklyn,Flatbush,Private room,60,1,3,1/27/2019,0.48,1,0
30021600,Tasteful Bright Studio Loft in Historic Brownstone,225655167,David,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,3,3/15/2019,0.46,1,24
30023607,Sunny bedroom with a view in East Village/LES/NYC,29217011,Eb,Manhattan,Lower East Side,Private room,85,4,2,1/4/2019,0.28,1,0
30030480,Charming West Village Studio w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,West Village,Entire home/apt,269,30,1,1/5/2019,0.16,232,234
30033478,Invincible river view Central Park North,225724159,Co,Manhattan,Harlem,Private room,59,1,2,2/3/2019,0.36,1,0
30035166,4-Floor Unique Event Space 50P Cap. - #10299B,172611460,Rasmus,Manhattan,Harlem,Entire home/apt,5000,1,2,2/23/2019,0.38,2,150
30037000,Calm apartment in Brooklyn,3297399,Adero,Brooklyn,East Flatbush,Entire home/apt,57,1,6,1/8/2019,0.8,1,0
30038280,Cozy & clean 1 Bedroom apartment,22749087,Marie,Manhattan,East Village,Entire home/apt,175,3,7,3/30/2019,0.9,1,110
30041554,Huge Apartment Harlem on 5th av,19531024,Emmanuel,Manhattan,Harlem,Entire home/apt,175,3,1,1/1/2019,0.16,2,46
30045865,Upper East Side Studio by NÔM Stays,224655849,Nôm,Manhattan,East Harlem,Entire home/apt,110,30,1,2/12/2019,0.2,2,0
30046332,Private Room in Heart of Downtown NYC,11718279,Annette,Manhattan,Financial District,Private room,115,2,4,1/1/2019,0.55,1,177
30047100,Big brownstone apartment in prime Williamsburg,22588056,Amy,Brooklyn,Williamsburg,Entire home/apt,90,7,1,1/2/2019,0.16,1,0
30047371,Home away from Home! 25 Mins from Time Square,59240650,Angely,Manhattan,Inwood,Private room,75,2,5,1/5/2019,0.66,1,0
30062210,Cozy Four Twenty Friendly Bedroom in Brooklyn,225913497,Mamadou,Brooklyn,Bedford-Stuyvesant,Private room,28,3,1,1/1/2019,0.16,1,0
30062776,"Center of Flushing, Queens,  Near Sheraton Hotel",169472089,Betty,Queens,Flushing,Private room,90,3,1,1/6/2019,0.16,2,90
30064021,Modern Harlem Haven,225926055,Stacie,Manhattan,Harlem,Entire home/apt,120,5,1,1/2/2019,0.16,1,0
30064378,Entire 1- Bedroom Apt. in the Heart of Astoria.,148298029,Jennifer,Queens,Astoria,Entire home/apt,103,5,1,1/1/2019,0.16,1,0
30065947,Comfortable room with private entrance,4460107,Julia,Brooklyn,Greenpoint,Entire home/apt,85,3,4,2/23/2019,0.53,1,0
30067209,Just for you,222054756,Dora,Queens,Rego Park,Private room,60,3,1,1/1/2019,0.16,1,89
30071972,Beautiful room Williamsburg Brooklyn NY,192181166,Elisa,Brooklyn,Williamsburg,Private room,60,150,2,1/13/2019,0.32,2,0
30084221,"Live in the heart of East Village, Manhatan",44642799,Judith,Manhattan,East Village,Entire home/apt,225,3,2,1/3/2019,0.31,1,0
30085711,Elegant Park Slope 1b steps from Barclays,114043000,Jeff,Brooklyn,Park Slope,Private room,120,2,12,3/6/2019,1.57,1,89
30088310,Private Bedroom in a Quintessential UWS Apartment,2723489,Leslie,Manhattan,Upper West Side,Private room,80,2,3,1/3/2019,0.42,1,0
30091241,Tribeca - Large 4 bedroom 2 bathroom for Xmas/NY,102655617,Mahesh,Manhattan,Tribeca,Entire home/apt,2000,1,1,1/1/2019,0.16,1,0
30093042,Spacious 1BR close to the subway,15823232,Nicolas,Brooklyn,Crown Heights,Private room,99,2,2,3/3/2019,0.29,3,78
30101954,Spacious bright bedroom in modern apartment,57755572,Georgia,Brooklyn,Greenpoint,Private room,70,2,2,1/5/2019,0.27,1,0
30104723,Cozy apt with washer dryer  in trendy Williamsburg,226201658,Vanessa,Brooklyn,Williamsburg,Entire home/apt,73,30,1,3/2/2019,0.23,3,345
30105773,Entire 1br. Kitchen and sleeping quarters.,4361061,Abrm,Queens,Astoria,Entire home/apt,70,1,1,1/1/2019,0.16,2,2
30106965,⍟Luxury high rise apt | 1 street to Times Square⍟,141713210,J.C.,Manhattan,Theater District,Entire home/apt,400,4,2,1/2/2019,0.31,1,0
30108247,beautiful apt. in Chelsea w/ a doorman,7285648,Josh,Manhattan,Chelsea,Private room,114,1,1,1/1/2019,0.16,3,0
30109089,MOXY NYC DOWNTOWN-7 NIGHTS MIN,5144567,Yun,Manhattan,Financial District,Private room,209,7,1,1/4/2019,0.16,13,358
30109151,Large Open Brooklyn Loft,4445708,Kirsten,Brooklyn,Bedford-Stuyvesant,Entire home/apt,118,2,6,2/18/2019,0.89,1,67
30109916,Entire Spacious Apt. with Comfy Queen Bed & WiFi,22694324,Greg,Bronx,Allerton,Entire home/apt,75,1,7,1/20/2019,0.93,1,1
30122033,"A well loved, Individually designed luxury home!",38140449,David,Manhattan,Upper West Side,Entire home/apt,375,4,1,1/1/2019,0.16,1,0
30123494,Comfy modern appartment in hip Crown Heights,11869986,Christopher,Brooklyn,Crown Heights,Entire home/apt,210,4,1,1/1/2019,0.16,1,0
30124398,"Beautiful 1865 Townhouse, 5 bedrm, Fireplace Sauna",4077993,Raquel,Brooklyn,Crown Heights,Entire home/apt,460,2,2,1/2/2019,0.27,2,0
30126088,Experience Serernity~Hamilton Heights,178473107,Allan C.,Manhattan,Harlem,Private room,109,1,1,1/1/2019,0.16,6,41
30126274,Cute 1/1 Available for the Holidays in NYC!,216903925,Victoria,Manhattan,Washington Heights,Entire home/apt,99,1,2,1/7/2019,0.31,1,0
30129959,Central Harlem Apartment,195452338,Jacob,Manhattan,Harlem,Private room,100,3,2,2/7/2019,0.32,1,0
30131807,"$2,800 ",226414996,John,Queens,Ditmars Steinway,Entire home/apt,90,14,1,1/7/2019,0.16,2,19
30137792,Small cozy  private room near time square,215944788,Kay,Manhattan,Chelsea,Private room,85,3,15,3/17/2019,2.13,3,1
30141411,Renewed private cozy room next to the Central Park,126653377,Sergii,Manhattan,Harlem,Private room,50,30,1,1/16/2019,0.17,6,304
30145840,Luxurious private room near subway B/C stations,126653377,Sergii,Manhattan,Harlem,Private room,63,30,2,2/28/2019,0.32,6,335
30147493,NoLIta / Soho 1 bedroom oasis,2743475,Jenny,Manhattan,Nolita,Entire home/apt,165,3,5,2/6/2019,0.74,1,0
30150667,Private Room in Manhattan,226531905,Daisuke,Manhattan,Two Bridges,Private room,62,1,7,1/2/2019,0.93,1,58
30152036,1 BEDROOM in Brooklyn,54606969,Daniela,Brooklyn,Fort Greene,Private room,60,7,3,1/6/2019,0.42,1,250
30153309,1 Bedroom with Clinton Hill Charm,88777320,Eli,Brooklyn,Clinton Hill,Private room,241,1,2,3/24/2019,0.47,1,139
30155455,Manhattan apt in the best part of NYC,53887230,Danielle,Manhattan,Washington Heights,Entire home/apt,120,5,1,1/5/2019,0.16,1,231
30158357,Room in Bushwick Apartment,50755816,Tali,Brooklyn,Bushwick,Private room,37,1,2,2/18/2019,0.34,1,0
30158735,"Spacious 2 Bedroom, LES, Amazing Rooftop",146638424,Sean,Manhattan,East Village,Entire home/apt,134,1,2,2/10/2019,0.27,1,0
30175521,The BEST LOCATION in Brooklyn,100935364,Kira,Brooklyn,Gowanus,Private room,44,2,3,1/6/2019,0.47,2,0
30180208,Nice bedroom in cosy Harlem apartment,75349777,Charles,Manhattan,Harlem,Private room,70,3,3,1/2/2019,0.42,1,0
30181399,Bright Quiet Room in the West Village,108890111,Miguel,Manhattan,West Village,Private room,90,2,1,1/2/2019,0.16,1,0
30183115,Luxury apartment in Time Square with in-unit wash,39329047,C,Manhattan,Hell's Kitchen,Entire home/apt,150,10,4,2/15/2019,0.58,1,0
30184318,Brownstone House Spa in Bed-Stuy,19591194,Ali,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,5,1,1/1/2019,0.16,1,84
30187850,Cozy room one block away from Central Park!,226772729,Lucía,Manhattan,Upper West Side,Private room,120,5,1,1/19/2019,0.18,1,0
30193023,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #3,205031545,Red Awning,Manhattan,Midtown,Entire home/apt,714,28,1,2/3/2019,0.19,49,257
30193032,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #6,205031545,Red Awning,Manhattan,Midtown,Entire home/apt,675,28,2,2/17/2019,0.32,49,243
30193035,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #7,205031545,Red Awning,Manhattan,Midtown,Entire home/apt,675,28,2,2/17/2019,0.31,49,224
30193136,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #10,205031545,Red Awning,Manhattan,Midtown,Entire home/apt,675,28,1,2/26/2019,0.23,49,251
30193239,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #10,205031545,Red Awning,Manhattan,Midtown,Entire home/apt,714,28,1,2/5/2019,0.19,49,257
30193258,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #12,205031545,Red Awning,Manhattan,Midtown,Entire home/apt,714,28,1,1/3/2019,0.16,49,257
30200791,Loft Living in the Heart of Bushwick,949070,Emily,Brooklyn,Bushwick,Entire home/apt,200,3,1,1/1/2019,0.16,1,5
30201476,"Smart Studio in Trendy Tribeca, Indoor pool + Gym by Blueground",107434423,Blueground,Manhattan,Tribeca,Entire home/apt,303,30,1,2/8/2019,0.2,232,331
30201810,Beautiful and Cozy Apartment in heart of NYC,226565802,Oksana,Queens,Rego Park,Entire home/apt,250,2,1,1/21/2019,0.18,1,365
30202750,"Large 2 BR, loft-like apartment in historic house",17011664,Ann Marie,Staten Island,St. George,Entire home/apt,86,5,1,1/3/2019,0.16,1,43
30205920,Massive Charming Loft,17966682,David,Brooklyn,Bushwick,Entire home/apt,179,1,5,1/14/2019,0.7,1,365
30206080,NEW Bright upper east side 1 bedroom!,219718268,David,Manhattan,Upper East Side,Entire home/apt,230,2,13,3/11/2019,1.78,1,0
30212514,Manhattan West - Double Double Room,224414117,Gabriel,Manhattan,Hell's Kitchen,Private room,199,1,7,2/3/2019,0.95,30,166
30215130,Large Newly Renovated 1 Bedroom Apartment,27245607,Sidney,Manhattan,West Village,Entire home/apt,165,1,2,3/11/2019,0.32,1,0
30225205,Relax De Dios,180311428,Every,Bronx,Allerton,Private room,60,2,1,1/1/2019,0.16,1,363
30229988,HOLIDAY SEASON IN MIDTOWN NY LARGE & SUNNY STUDIO,73839962,Raphael,Manhattan,Midtown,Entire home/apt,246,3,1,1/2/2019,0.16,1,365
30243242,Bedstuy Pad with Luxury and artistic touch!,133687324,Oto,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,5,4,1/18/2019,0.55,1,0
30249168,UWS Lofted Studio just off Central Park,27126531,Bronwyn,Manhattan,Upper West Side,Entire home/apt,150,3,3,1/2/2019,0.42,1,0
30252654,Bowery bedroom w/  private bathroom great location,9370327,Sandra,Manhattan,Lower East Side,Private room,120,3,6,1/7/2019,0.85,1,0
30253236,SedaOn2 Dance Studio,140862407,Angelie,Bronx,Westchester Square,Entire home/apt,670,1,2,3/31/2019,0.34,1,178
30255425,Tiny Magic Room in Historic Park Slope Brownstone,24878388,Johanna,Brooklyn,Park Slope,Private room,45,10,1,1/1/2019,0.16,2,250
30268592,Furnished queens 1 bedroom apartment,217275948,Mujibun,Queens,Long Island City,Entire home/apt,120,1,1,1/2/2019,0.16,1,0
30269789,private room in apt near Fort Tryon Park.,87897420,Anne,Manhattan,Inwood,Private room,65,4,1,1/1/2019,0.16,1,13
30272649,Monthly: Gorgeous 3 Story Brownstone,16099130,Jane,Manhattan,East Harlem,Entire home/apt,232,23,1,1/6/2019,0.16,1,0
30275273,Zenful and artistic apartment home,227385012,Stephanie,Brooklyn,Bedford-Stuyvesant,Private room,34,1,3,1/1/2019,0.43,1,0
30283940,Charming Studio in Manhattan - Great location!,128721938,Livia,Manhattan,Kips Bay,Entire home/apt,250,3,1,1/1/2019,0.16,1,0
30285558,"Cozy & convenient studio, midtown west Manhattan!!",82208124,Yang,Manhattan,Upper West Side,Entire home/apt,137,3,8,3/21/2019,1.21,2,0
30289333,"Sunny, spacious, 1-bedroom apartment in UES, NYC",24717090,Shehrezad,Manhattan,Upper East Side,Entire home/apt,220,4,2,1/9/2019,0.28,1,0
30292232,"1 BR Apartment in Greenpoint, Brooklyn w/ backyard",8120005,Megan,Brooklyn,Greenpoint,Entire home/apt,70,30,2,1/21/2019,0.33,1,0
30295136,"Union Square, East Village Studio",109357781,Kayleigh,Manhattan,East Village,Entire home/apt,225,7,1,1/1/2019,0.16,1,153
30295374,"SUNNY, Cozy Private Room in Bushwick!",53215338,Catherine,Brooklyn,Bushwick,Private room,80,1,1,1/1/2019,0.16,1,0
30312515,"Private, spacious 1bd/1bth Manhattan Apartment",227648437,Carson,Manhattan,Washington Heights,Entire home/apt,150,6,1,1/3/2019,0.16,1,258
30319473,Amazing Convenient Cozy Room (girl preferred),47227131,Xiao,Brooklyn,Sunset Park,Private room,28,10,1,1/3/2019,0.16,1,0
30320921,Romantic getaway in the heart of NYC,227647873,Samanta,Queens,Astoria,Private room,89,2,15,3/8/2019,2.07,3,13
30321542,Spacious Duplex 3 BR Apt in Bushwick/Ridgewood,8441265,Sara,Queens,Ridgewood,Entire home/apt,190,3,1,1/1/2019,0.16,2,0
30324051,"3 bedrooms, 2 bathrooms, huge open space!",91427536,Yoav,Brooklyn,Bushwick,Entire home/apt,100,2,1,1/1/2019,0.16,2,5
30338113,Wonderful and sunny 2 bedroom in Brooklyn,226833844,Ev,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2,4,1/2/2019,0.62,1,0
30340057,"Cute and cozy room, 1 stop from Midtown Manhattan",196598648,Anuja,Queens,Long Island City,Private room,50,3,5,1/25/2019,0.7,1,0
30344925,Modern Park Slope 1br right by Prospect Park,18609785,Ben,Brooklyn,South Slope,Entire home/apt,155,3,9,3/18/2019,1.38,1,5
30347099,"Cozy, Airy One Bedroom in Greenwich Village",147186603,Wesley,Manhattan,Greenwich Village,Entire home/apt,350,3,1,3/17/2019,0.26,1,7
30349243,Modern- and newly renovated Brooklyn apartment,10759819,Bo,Brooklyn,Crown Heights,Entire home/apt,300,2,1,1/3/2019,0.16,1,364
30351170,Top floor of an amazing duplex,213020,Robert,Manhattan,Upper West Side,Private room,88,1,4,3/21/2019,0.78,3,7
30354304,Private room in spacious BK community w/ parking,3285978,Nicole,Brooklyn,Bedford-Stuyvesant,Private room,50,1,5,1/13/2019,0.71,2,0
